SPCD,COMMON_NAME,GENUS,SPECIES,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,QUEBEC_NAME
838,live oak,Quercus,virginiana,0.5,,,QUVI,27,27,4,29,203,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.8,1,0.51,6,88.52941,22,52.2375,5,0.88,1,16,21,0.12798,0.92267,0.12506,
839,interior live oak,Quercus,wislizeni,0.5,,,QUWI2,46,46,4,29,225,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
840,dwarf post oak,Quercus,margarettiae,0.5,,,QUMA6,27,27,4,29,86,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
841,dwarf live oak,Quercus,minima,0.5,,,QUMI2,27,27,4,29,89,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
842,bluejack oak,Quercus,incana,0.5,,,QUIN,43,43,4,29,89,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
843,silverleaf oak,Quercus,hypoleucoides,0.5,,,QUHY,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
844,Oglethorpe oak,Quercus,oglethorpensis,0.5,,,QUOG,27,27,4,29,151,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
845,dwarf chinkapin oak,Quercus,prinoides,0.5,,,QUPR,43,43,4,29,207,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
846,gray oak,Quercus,grisea,0.5,,,QUGR3,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
847,netleaf oak,Quercus,rugosa,0.5,,,QURU4,43,48,4,38,210,,,,X,X,,H,,,,,,,W,X,2,,,2/24/2005,333,,8/10/2009,440,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
851,Chisos oak,Quercus,graciliformis,0.5,,,QUGR,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
852,sea torchwood,Amyris,elemifera,0.5,,,AMEL,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
853,pond-apple  ,Annona,glabra,0.5,,,ANGL4,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
854,gumbo limbo  ,Bursera,simaruba,0.5,,,BUSI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
855,sheoak spp.,Casuarina,spp.,0,,,CASUA,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
856,gray sheoak,Casuarina,glauca,0,,,CAGL11,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
857,belah,Casuarina,lepidophloia,0,,,CALE28,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
858,camphortree,Cinnamomum,camphora,0.5,,,CICA,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
859,Florida fiddlewood,Citharexylum,fruticosum,0.5,,,CIFR,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
860,citrus spp.,Citrus,spp.,0.5,,,CITRU2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
863,"tietongue, pigeon-plum",Coccoloba,diversifolia,0.5,,,CODI8,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
864,soldierwood,Colubrina,elliptica,0.5,,,COEL2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
865,largeleaf geigertree,Cordia,sebestena,0,,,COSE2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
866,carrotwood,Cupaniopsis,anacardioides,0.5,,,CUAN4,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
867,Bluewood,Condalia,hookeri,0.5,,,COHO,48,48,4,29,160,,,,,X,,H,,,,,,E,,X,4,,,6/7/2007,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,
868,Blackbead ebony,Ebenopsis,ebano,0.5,,,EBEB,42,47,4,29,122,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
869,Great leucaene,Leucaena,pulverulenta,0.5,,,LEPU3,43,43,3,36,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
870,Texas sophora,Sophora,affinis,0.5,,,SOAF,42,47,4,29,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
873,red stopper,Eugenia,rhombea,0.5,,,EURH,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
874,"butterbough, inkwood",Exothea,paniculata,0.5,,,EXPA,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
876,Florida strangler fig,Ficus,aurea,0.5,,,FIAU,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
877,"wild banyantree, shortleaf fig",Ficus,citrifolia,0.5,,,FICI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
882,"beeftree, longleaf blolly",Guapira,discolor,0.5,,,GUDI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
883,manchineel,Hippomane,mancinella,0.5,,,HIMA2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
884,false tamarind,Lysiloma,latisiliquum,0.5,,,LYLA3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
885,mango,Mangifera,indica,0.5,,,MAIN3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
886,Florida poisontree,Metopium,toxiferum,0.5,,,METO3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
887,fishpoison tree,Piscidia,piscipula,0.5,,,PIPI3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
888,"octopus tree, schefflera",Schefflera,actinophylla,0.5,,,SCAC2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
890,false mastic,Sideroxylon,foetidissimum,0.5,,,SIFO,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
891,"white bully, willow bustic",Sideroxylon,salicifolium,0.5,,,SISA6,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
895,paradisetree,Simarouba,glauca,0.5,,,SIGL3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
896,Java plum,Syzygium,cumini,0.5,,,SYCU,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
897,tamarind,Tamarindus,indica,0.5,,,TAIN2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
901,black locust,Robinia,pseudoacacia,0,,,ROPS,42,47,4,29,122,X,X,X,X,X,X,H,X,X,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.66,1,0.29,3,87.89655,22,40.83333,9,0.69,1,15,21,0.12766,0.91979,0.12152,
902,New Mexico locust,Robinia,neomexicana,0,,,RONE,48,48,4,38,160,,,,,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/20/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.66,25,0.29,25,88,25,41,25,0.69,25,15,25,0.12798,0.92267,0.12506,
906,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,0.5,,,ACWR4,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
907,Florida silver palm,Coccothrinax,argentata,0.5,,,COAR,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
908,coconut palm  ,Cocos,nucifera,0.5,,,CONU,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
909,royal palm spp.,Roystonea,spp.,0.5,,,ROYST,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
911,Mexican palmetto,Sabal,mexicana,0.5,,,SAME8,41,47,3,37,147,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
912,cabbage palmetto,Sabal,palmetto,1,,,SAPA,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
913,key thatch palm,Thrinax,morrisii,0.5,,,THMO4,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
914,Florida thatch palm,Thrinax,radiata,0.5,,,THRA2,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
915,other palms,Family Arecaceae,not listed above,0.5,,,ARECA,43,47,3,37,147,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
919,western soapberry,Sapindus,saponaria,0.5,drummondii,,SASAD,43,43,4,37,221,X,,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
920,willow spp.,Salix,spp.,0,,,SALIX,43,47,3,37,123,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,23,0.5,23,99,23,127,23,0.39,23,16,32,0.09658,0.91882,0.08593,SAL
921,peachleaf willow,Salix,amygdaloides,0,,,SAAM2,43,43,3,25,123,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
922,black willow,Salix,nigra,0,,,SANI,41,47,3,25,123,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,9/29/2009,10497,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,1,0.5,6,98.72,11,127.02778,5,0.39,1,16,21,0.09658,0.91882,0.08593,
923,Bebb willow,Salix,bebbiana,0,,,SABE2,43,47,3,25,123,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,7/4/2010,440,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
924,Bonpland willow,Salix,bonplandiana,0,,,SABO,41,47,3,25,123,,,,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
925,coastal plain willow,Salix,caroliniana,0,,,SACA5,43,47,3,25,123,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
926,balsam willow,Salix,pyrifolia,0,,,SAPY,43,47,3,25,123,X,X,X,,,,H,,,,,,E,,,2,,,2/24/2005,333,,10/9/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
927,white willow,Salix,alba,0,,,SAAL2,41,41,3,25,123,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
928,Scouler's willow,Salix,scouleriana,0,,,SASC,41,47,3,25,123,X,,X,,,,H,,,,,,,W,,2,,,2/24/2005,333,,3/19/2008,333,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,24,0.5,24,99,24,127,24,0.39,24,16,24,0.09658,0.91882,0.08593,
