SPCD,COMMON_NAME,GENUS,SPECIES,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,QUEBEC_NAME
490,dogwood spp.,Cornus,spp.,1,,,CORNU,43,47,4,37,221,X,X,X,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,25,0.58,25,91,25,39.5,25,0.68,25,15,25,0.12766,0.91979,0.12152,
491,flowering dogwood,Cornus,florida,1,,,COFL2,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.64,11,0.58,22,90.65517,22,32.71875,22,0.73,11,15,21,0.12766,0.91979,0.12152,
492,Pacific dogwood,Cornus,nuttallii,1,,,CONU4,47,47,4,26,221,,,X,X,X,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,15,0.58,15,90.65517,22,46.44828,22,0.62,21,15,21,0.12766,0.91979,0.12152,
500,hawthorn spp.,Crataegus,spp.,1,,,CRATA,43,47,4,29,101,X,X,X,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,9/29/2009,10497,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,CRA
501,cockspur hawthorn,Crataegus,crus-galli,1,,,CRCR2,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
502,downy hawthorn,Crataegus,mollis,1,,,CRMO2,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
503,Brainerd's hawthorn,Crataegus,brainerdii,1,,,CRBR3,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
504,pear hawthorn,Crataegus,calpodendron,1,,,CRCA,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
505,fireberry hawthorn,Crataegus,chrysocarpa,1,,,CRCH,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
506,broadleaf hawthorn,Crataegus,dilatata,1,,,CRDI,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
507,fanleaf hawthorn,Crataegus,flabellata,1,,,CRFL,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
508,oneseed hawthorn,Crataegus,monogyna,1,,,CRMO3,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
509,scarlet hawthorn,Crataegus,pedicellata,1,,,CRPE,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
510,eucalyptus spp.,Eucalyptus,spp.,0,,,EUCAL,42,47,4,26,148,,,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
511,Tasmanian bluegum,Eucalyptus,globulus,0,,,EUGL,43,47,4,26,148,,,X,,,,H,,,,,,,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
512,river redgum,Eucalyptus,camaldulensis,0,,,EUCA2,43,47,4,26,148,,,X,,,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
513,grand eucalyptus,Eucalyptus,grandis,0,,,EUGR12,43,47,4,26,148,,,X,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
514,swampmahogany,Eucalyptus,robusta,0,,,EURO2,43,47,4,37,148,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
520,persimmon spp.,Diospyros,spp.,1,,,DIOSP,43,47,4,29,93,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.64,25,0.5,25,89,25,58,25,0.74,25,15,25,0.12766,0.91979,0.12152,
521,common persimmon,Diospyros,virginiana,1,,,DIVI5,42,42,4,29,93,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.64,9,0.5,22,89.1,22,57.75,9,0.74,9,15,21,0.12766,0.91979,0.12152,
522,Texas persimmon,Diospyros,texana,1,,,DITE3,43,47,4,29,93,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.64,25,0.5,25,89,25,58,25,0.74,25,15,25,0.12766,0.91979,0.12152,
523,Anacua knockaway,Ehretia,anacua,0.5,,,EHAN,48,48,3,36,209,,,,,X,,H,,,,,,E,,X,4,,,6/7/2007,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12798,0.92267,0.12506,
531,American beech,Fagus,grandifolia,1,,,FAGR,33,33,4,27,102,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.63243,0.56,1,0.67,5,88.95522,22,54.53571,5,0.64,1,6,34,0.12798,0.92267,0.12506,HEG
540,ash spp.,Fraxinus,spp.,0.5,,,FRAXI,36,47,3,33,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,9/24/2009,10497,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,23,0.46,23,86,23,61,23,0.55,23,16,35,0.12766,0.91979,0.12152,
541,white ash,Fraxinus,americana,0.5,,,FRAM2,36,36,4,33,103,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.55,1,0.5,5,89.1,22,45.69091,1,0.6,1,16,21,0.12766,0.91979,0.12152,FRA
542,Oregon ash,Fraxinus,latifolia,0.5,,,FRLA,47,47,4,33,135,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.5,1,0.5,6,89.1,22,60.26,22,0.55,1,16,21,0.12766,0.91979,0.12152,
543,black ash,Fraxinus,nigra,0.5,,,FRNI,36,36,3,33,104,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.45,1,0.43,3,90.06977,22,85.17778,5,0.49,1,16,21,0.12766,0.91979,0.12152,FRN
544,green ash,Fraxinus,pennsylvanica,0.5,,,FRPE,36,47,4,36,105,X,X,,X,X,X,H,X,X,,X,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.53,1,0.48,5,70.27083,13,57.22642,16,0.56,1,16,33,0.12766,0.91979,0.12152,FRP
545,pumpkin ash,Fraxinus,profunda,0.5,,,FRPR,36,36,3,33,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.48,11,0.45,22,88.75556,22,66.9375,22,0.52,11,16,21,0.12766,0.91979,0.12152,
546,blue ash,Fraxinus,quadrangulata,0.5,,,FRQU,36,36,4,33,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.53,1,0.39,6,89.02564,22,51.18868,22,0.58,1,16,21,0.12766,0.91979,0.12152,
547,velvet ash,Fraxinus,velutina,0.5,,,FRVE2,47,47,4,33,221,,,X,X,X,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,10/9/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.51,24,0.46,24,86,24,61,24,0.55,24,16,24,0.12766,0.91979,0.12152,
548,Carolina ash,Fraxinus,caroliniana,0.5,,,FRCA3,36,36,4,33,221,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,24,0.46,24,86,24,61,24,0.55,24,16,24,0.12766,0.91979,0.12152,
549,Texas ash,Fraxinus,texensis,0.5,,,FRTE,36,47,3,29,221,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93622,0.51,24,0.46,24,86,24,61,24,0.55,24,16,24,0.12766,0.91979,0.12152,
550,honeylocust spp.,Gleditsia,spp.,0.5,,,GLEDI,42,47,4,37,221,X,X,X,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,25,0.5,25,89,25,60,25,0.65,25,15,25,0.12766,0.91979,0.12152,
551,waterlocust,Gleditsia,aquatica,0.5,,,GLAQ,42,42,4,25,151,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,25,0.5,25,89,25,60,25,0.65,25,15,25,0.12766,0.91979,0.12152,
552,honeylocust,Gleditsia,triacanthos,0.5,,,GLTR,42,47,4,27,101,X,X,,X,X,,H,,,,X,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,1,0.5,6,89.1,22,60.25,9,0.65,21,15,21,0.12766,0.91979,0.12152,
555,loblolly-bay,Gordonia,lasianthus,0.5,,,GOLA,41,41,3,25,127,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
561,"ginkgo, maidenhair tree",Ginkgo,biloba,0.5,,,GIBI2,43,47,3,37,146,X,X,X,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,
571,Kentucky coffeetree,Gymnocladus,dioicus,0,,,GYDI,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.53,11,0.5,22,60.26,22,51.18868,22,0.6,11,15,21,0.12766,0.91979,0.12152,
580,silverbell spp.,Halesia,spp.,1,,,HALES,43,43,3,37,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,11,0.5,22,89.1,22,67.88095,9,0.45,11,15,21,0.12766,0.91979,0.12152,
581,Carolina silverbell,Halesia,carolina,1,,,HACA3,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,
582,two-wing silverbell,Halesia,diptera,1,,,HADI3,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,
583,little silverbell,Halesia,parviflora,1,,,HAPA2,41,47,3,37,221,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,24,0.5,24,89,24,68,24,0.45,24,15,24,0.12766,0.91979,0.12152,
591,American holly,Ilex,opaca,1,,,ILOP,42,47,4,25,106,X,X,X,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.5,11,0.5,22,89.1,22,82.7,9,0.57,11,15,21,0.12766,0.91979,0.12152,
600,walnut spp.,Juglans,spp.,0,,,JUGLA,41,47,4,30,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,23,0.37,23,88.5,23,92,23,0.47,23,15,32,0.12766,0.91979,0.12152,
601,butternut,Juglans,cinerea,0,,,JUCI,41,41,3,30,107,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.36,1,0.4,6,88.3,22,104.77778,5,0.38,1,15,21,0.12766,0.91979,0.12152,NOC
602,black walnut,Juglans,nigra,0,,,JUNI,40,47,4,30,108,X,X,X,X,X,X,H,X,,,X,,E,W,,1.7,,,2/24/2005,333,,9/29/2009,10497,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.8722,0.51,1,0.33,3,89.39394,22,79.11765,5,0.55,1,15,21,0.12766,0.91979,0.12152,NON
603,northern California black walnut,Juglans,hindsii,0,,,JUHI,47,47,4,30,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,
604,southern California black walnut,Juglans,californica,0,,,JUCA,47,47,4,30,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,
605,Texas walnut,Juglans,microcarpa,0,,,JUMI,41,47,4,30,221,X,,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,
606,Arizona walnut,Juglans,major,0,,,JUMA,43,47,4,37,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,
611,sweetgum,Liquidambar,styraciflua,0,,,LIST2,34,47,3,31,109,X,X,X,,X,X,H,X,X,,,X,E,W,,1.7,,,2/24/2005,333,,7/4/2010,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74856,0.46,1,0.42,5,90.78571,11,74.19565,5,0.52,1,15,36,0.12766,0.91979,0.12152,
621,yellow-poplar,Liriodendron,tulipifera,0,,,LITU,39,39,3,33,110,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.85175,0.4,1,0.38,5,123.52632,13,95,1,0.42,1,18,36,0.12766,0.91979,0.12152,
631,tanoak,Lithocarpus,densiflorus,1,,,LIDE3,47,47,4,25,136,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,1,0.62,3,60.25806,22,79.60345,9,0.62,21,19,30,0.12766,0.91979,0.12152,
641,Osage-orange,Maclura,pomifera,0,,,MAPO,43,43,4,29,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.76,11,0.6,22,60.25,22,30.73684,9,0.85,11,15,21,0.12766,0.91979,0.12152,
650,magnolia spp.,Magnolia,spp.,0.5,,,MAGNO,41,41,3,33,151,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,23,0.44,23,92.75,23,91.75,23,0.47,23,15,21,0.12766,0.91979,0.12152,
651,cucumbertree,Magnolia,acuminata,0.5,,,MAAC,41,41,3,33,151,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,1,0.44,6,89.38636,22,78.47727,5,0.48,1,15,21,0.12766,0.91979,0.12152,
652,southern magnolia,Magnolia,grandiflora,1,,,MAGR4,41,41,3,33,151,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.46,1,0.44,6,89.38636,22,105.54348,5,0.5,1,15,21,0.12766,0.91979,0.12152,
653,sweetbay,Magnolia,virginiana,0.5,,,MAVI2,43,43,3,25,111,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.42,11,0.44,22,103.95455,11,86.97619,22,0.46,11,15,21,0.12766,0.91979,0.12152,
654,bigleaf magnolia,Magnolia,macrophylla,1,,,MAMA2,43,43,4,33,151,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,
655,mountain or Fraser magnolia,Magnolia,fraseri,0.5,,,MAFR,41,41,3,33,151,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.4,11,0.44,22,89.38636,22,96.325,22,0.44,11,15,21,0.12766,0.91979,0.12152,
657,pyramid magnolia,Magnolia,pyramidata,0.5,,,MAPY,41,47,3,33,151,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,
658,umbrella magnolia,Magnolia,tripetala,0.5,,,MATR,41,47,3,33,151,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.43,24,0.44,24,92.75,24,91.75,24,0.47,24,15,24,0.12766,0.91979,0.12152,
660,apple spp.,Malus,spp.,0.5,,,MALUS,43,47,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,9,0.5,22,69.88,22,78,1,0.67,9,15,21,0.12766,0.91979,0.12152,MAS
661,Oregon crab apple,Malus,fusca,0.5,,,MAFU,47,47,4,29,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.61,24,0.5,24,70,24,78,24,0.67,24,15,24,0.12766,0.91979,0.12152,
